nr_albumu,nazwisko,imie,wiek,grupa
2512,Ha,Ícaro,24,1
2513,Trinh,Hudson,22,2
2514,Min,Bento,20,1
2515,Ngoc,Justin,25,3
2516,Minh,Australia,22,2
2517,Tina,Jerome,23,2
2518,Uyên,Randy,23,2
2519,Renesmee,Anton,23,3
2520,Ngoc,Ryan,22,3
2521,Uyên,Luca,22,3
2522,My,Niklas,24,4
2523,Linh,Alexandre,22,3
2524,Oanh,Ivan,24,4
2525,Vy,Gavin,20,4
2526,Tien,Christopher,24,3
2527,Trinh,Jerome,23,2
2528,Chau Anh,Thomas,21,3
2529,Mellisa,Hunter,20,1
2530,Sunny,Elias,24,1
2531,Binh,Simon,22,2
2532,Quynh,Elliot,24,2
2533,Cara,Huy,20,3
2534,Thao,Peter,23,2
2535,Ngan,Liam,24,1
2536,Sal,Felipe,22,1
2537,Khaingan,Davi Henrique,23,3
2538,Nguyen Thi,Jayden,21,3
2539,Anh,Hiep,23,4
2540,Kim,Le,20,1
2541,Bao Tran,Ruben,20,2
2542,Sylvia,Romain,20,2
2543,Vy,Hudson,20,3
2544,Sunny,Tam,19,3
2545,Louis,Elijah,25,3
2546,Phuong,João Miguel,20,3
2547,Hoàng Anh,Daryl,25,1
2548,Nguyen Phuong Tra,Aaron,24,3
2549,Khaingan,Matheus Henrique,21,2
2550,Bao Tran,Bedirhan,24,3
2551,Tien,Heitor Gabriel,21,2
2552,An,Henry,25,3
2553,Charollte,Jared,20,3
2554,Alissa,Justin,23,1
2555,My,Abdullah,22,1
2556,Hoàng Anh,Gilles,21,2
2557,Annie,João Guilherme,20,1
2558,Kim,Jack,21,2
2559,Chi,Guilherme,20,2
2560,Nabi,Jack,22,2
2561,Isabella,Nabi,25,2
2562,Thuan,Ahmet,24,2
2563,Alissa,Lachlan,21,2
2564,Binh,Michael,21,3
2565,Nhi,Thomas,25,1
2566,Tio,Nurullah,20,2
2567,Tra,Nhân,21,4
2568,Thu,Ramon,25,3
2569,Phuong,Danilo,20,3
2570,Huong,Şahi̇n,22,2
2571,Nhi,Martin,21,3
2572,Vi,Max,22,2
2573,Thủy,Harry,24,2
2574,Mia,Jonas,25,3
2575,Giang,Randy,22,2
2576,Bao Tran,Ravi,24,1
2577,Quynh Anh,Cem,21,3
2578,Hoàng Anh,Cyril,21,3
2579,Huong,Logan,21,3
2580,Nhung,Austin,23,2
2581,Nhung,Yorik,22,3
2582,Van,Davi Miguel,23,4
2583,Nhu,Brayden,20,3
2584,Nguyen,Ryan,23,2
2585,Tram,Tony,22,4
2586,Min,Alp,19,1
2587,Bella,Jonathan,20,2
2588,Jane,Toni,24,2
2589,Charollte,Everett,22,4
2590,Merry,Archer,21,3
2591,Diem Hang,Alexander,22,2
2592,Khanh,Oliver,19,1
2593,Tina,Aurélien,22,3
2594,Mo,Berke,25,2
2595,Hai Anh,Eren,24,3
2596,Alissa,Charles,22,1
2597,Tien,Oliver,24,4
2598,Merry,Archer,21,2
2599,Lien,Hüseyi̇n,22,2
2600,Merry,Nicholas,19,4
2601,Lam,Paul,20,4
2602,Thao,Tran Van,20,1
2603,Phuong,Ryan,19,2
2604,Louis,Ercan,20,2
2605,Thu,Tú,21,3
2606,Liliane,Harry,21,1
2607,Quynh Anh,Marc,20,1
2608,Lala,Thomas,21,3
2609,Kim,Andrew,20,4
2610,Hai Anh,Cankat,25,1
2611,Sylvia,Lucas,24,3
2612,Sam,Atahan,24,1
2613,Liliane,Dwayne,24,1
2614,Tra,Atakan,23,2
2615,Tien,Noah,19,2
2616,Renesmee,Julian,19,3
2617,Huong,Grayson,21,1
2618,Nguyet Quyen,Valentin,23,3
2619,Tina,Cole,22,4
2620,Alissa,Earl,25,2
2621,Kim,Calvin,23,4
2622,Ha Tit,Atahan,21,4
2623,Maki,Calvin,20,1
2624,Ha Tit,Adrien,21,2
2625,Huyen,Nicolàs,20,3
2626,Nhân,Armando,20,2
2627,Binh,Elias,23,3
2628,Marielle,Finn,19,3
2629,Nhân,Carl,25,3
2630,Oanh,John,20,2
2631,Merry,Clifford,22,2
2632,Charollte,Samuel,24,2
2633,Trang,Tomás,22,2
2634,Ha Tit,Adam,20,2
2635,Thu,Sam,23,2
2636,Cat,Pierre,21,2
2637,An,Ali̇han,19,2
2638,Nhu,Alptuğ,20,1
2639,Thuan,Arthur,19,2
2640,Lam,Russell,25,2
2641,Bao Tran,Niklas,21,3
"2642,Kaylee,""Nico, Niko"",24,2"
2643,Van,Théo,19,2
2644,Hang,Linh,20,2
2645,Hana,Declan,25,4
2646,Huong Lan,Louis,22,3
2647,Fio,Ethan,22,3
2648,Linh,Ata,24,2
2649,Sal,Owen,24,3
2650,Renesmee,Levi,20,2
2651,Thuan,Dang,25,1
2652,Bella,Bennett,21,3
2653,Nabi,Philipp,24,3
2654,Sue,Alexander,19,1
2655,Mia,Ricardo,24,3
2656,Anh,João Lucas,19,4
2657,Cat,Paulo Henrique,24,2
2658,Sam,Hrishikesh,22,1
2659,Hana,Rene,24,3
2660,Cat,Niklas,25,3
2661,Hoàng Anh,Gabriel,20,1
2662,Mo,Nabi,20,4
2663,Fio,Aurélien,19,1
2664,Khanh,Finn,24,2
2665,Lan,Aiden,20,4
2666,Ha,Samet,25,2
2667,Vi,Gauthier,20,3
2668,Nhung,Avery,25,1
2669,Tr.li,Matheus,21,3
2670,Maki,David,24,2
2671,Trinh,Caner,19,3
2672,My,Arif,24,1
2673,Linh,Atalay,25,4
2674,Da Hyun,Luiz Henrique,22,2
2675,Jane,João Antônio,22,4
2676,Xuan Thuong,Harrison,20,2
2677,Giang,Joseph,20,4
2678,Nguyen,Cemal,22,3
2679,Ha Tit,Luis,24,2
2680,Thu,Phuc,19,4
2681,Quynh Anh,Harrison,20,4
2682,Fio,Moritz,23,1
2683,Nabi,Sonat,25,3
2684,My,Marcus,23,2
2685,Tram,Milo,25,1
2686,Liliane,Gabriel,21,3
2687,Nghi,Joshua,22,3
2688,Nabi,Lam Anh,24,3
2689,Hoàng Anh,Jayden,25,2
2690,Hana,Ron,24,3
2691,Kaylee,John,21,3
2692,Annie,Grégory,21,2
2693,Renesmee,Axel,22,4
2694,Hang,Jorge,20,1
2695,Nguyet Quyen,Adam,20,2
2696,Nabi,Florent,24,2
2697,Mo,Julian,20,4
2698,Merry,Murat,21,4
2699,Thuan,José Lucas,25,2
2700,An,Emre,21,4
2701,Quynh,Hrishikesh,23,3
2702,Ha,Ryan,22,2
2703,Tra,Marcus,22,3
2704,Tg,Berki̇n,19,4
2705,Nga,André,24,2
2706,Huong Lan,Süleyman,22,3
2707,Nhi,Jonas,23,1
2708,Ngoc,Callum,24,2
2709,Tr.li,Sebastian,25,2
2710,Thu,Hugo,23,3
2711,Ngan,Jason,23,1
2712,Bao Tran,Alpay,21,2
2713,Sylvia,Ethan,23,3
2714,Nhung,Phillip,21,3
2715,Nhân,Murat,21,1
2716,Cara,Matthew,22,4
2717,Chloe,Bui,22,4
2718,Sunny,Michael,24,3
2719,Quynh,Cem,21,3
2720,Mo,Lorenzo Miguel,19,3
2721,Jane,Zachary,22,3
2722,Louis,Don,23,2
2723,My,Daniel,24,1
2724,Kaylee,Billy,20,2
2725,My,Charlie,25,3
2726,Binh,Chien,24,4
2727,An,Berk,22,2
2728,Bao Tran,Jaime,22,3
2729,Liliane,Bryan Henrique,22,2
2730,Quynh,Troy,24,2
2731,Sam,Lorenzo Henrique,21,2
2732,Nguyen Thi,Dorian,21,2
2733,Tracy,Darcy,21,4
2734,Khanh,Mathieu,22,1
2735,Tra,Keri̇m,23,2
2736,Ngoc,Huy,21,4
2737,An,Phuc,20,2
2738,Sunny,Elijah,23,2
2739,Fio,Matthias,19,2
2740,Sara,Luiz Otávio,20,3
2741,Binh,Ilias,22,2
2742,Mo,Alptuğ,20,3
2743,Tien,Ernest,20,3
2744,Lan,Jonas,20,2
2745,Tram,Oskar,20,3
2746,Min,Owen,22,3
2747,Minh,Redge,20,1
2748,Mellisa,Atakan,22,4
2749,Sue,Davi Henrique,21,4
2750,Tina,Daòt,23,4
2751,Phung,Gaëtan,21,1
2752,Khaingan,Zachary,19,2
2753,Khaingan,Lloyd,20,1
2754,Tra,Andre,21,3
2755,Louis,Kwonmin,23,4
2756,Bella,Harvey,24,1
2757,Chloe,Isaac,24,4
2758,Tio,Jason,21,3
2759,Vi,Cauã,25,4
2760,Sunny,Vinzent,23,3
2761,Diem Hang,Bryan,19,2
2762,Huyen,Callum,19,2
2763,Jiyoon,Arthur,23,2
2764,Vi,Ataberk,24,2
2765,Sunny,Henri,25,4
2766,Tg,Ali̇,20,2
2767,Tra,Owen,22,3
2768,Ha,Arthur,22,2
2769,Hoang,Kylian,22,2
2770,Xuan Thuong,Max,25,2
2771,Lam,Berke,20,3
2772,Sal,Neil,24,2
2773,Isabella,Henry,21,4
2774,Nguyen Quynh Ngan,Harvey,23,3
2775,Hang,Charlie,24,2
2776,Charollte,Dylan,20,2
2777,Huong,Randall,20,4
2778,Thuan,Noah,23,4
2779,Kaylee,Gordon,19,3
2780,Uyên,Clifton,23,2
2781,Phuong,Wallace,21,2
2782,Sara,Jacob,23,2
2783,Bao Tran,Lorenzo,20,1
2784,Louis,Philip,22,3
2785,Anh,Philipp,21,1
2786,Phung,Laurent,22,1
2787,Tina,Harry,19,3
2788,Alissa,Oliver,25,3
2789,Nga,Benjamin,23,3
2790,Isabella,Duc,22,3
2791,Khaingan,Marco,21,1
2792,Anh,Otávio,19,3
2793,Tien,Grayson,20,4
2794,Nga,Gürsel,23,3
2795,Ngan,Elijah,25,2
2796,Quynh,Milàn,20,3
2797,Chu,Owen,20,4
2798,Linh,Boris,20,1
2799,Hang,Archer,21,2
2800,Giang,Finn,22,3
2801,Tra,Berkay,20,3
2802,Isabella,Süleyman,19,2
2803,Hoàng Anh,Levi,20,2
2804,Sylvia,Pedro Henrique,23,4
2805,Eunice,Gabriel,19,3
2806,Tr.li,Kayden,23,1
2807,Ha Tit,Atahan,23,1
2808,Mia,Jerome,23,1
2809,Sylvia,Cemali̇,21,3
2810,Quynh Anh,Hugo,21,4
2811,Tien,Liam,20,3
2812,Sunny,Henry,24,1
2813,Jiyoon,İhsan,21,3
2814,Renesmee,Alperen,20,3
2815,Marielle,Jorge,22,3
2816,Lala,Jerome,24,2
2817,Minh,George,24,2
2818,Jane,Ari,24,2
2819,Kim,Quyen,21,4
2820,Ha Tit,Austin,24,4
2821,Min,Samuel,20,2
2822,An,Andy,22,2
2823,Ngọc,Leonardo,19,3
2824,Mellisa,Samuel,25,3
2825,Lien,Dong,20,4
2826,Jiyoon,Erick,20,2
2827,Nguyen Phuong Tra,Samuel,20,3
2828,Sue,Elijas,23,3
2829,Vi,Hyun Sik,25,3
2830,Huong,Gabriel,22,2
2831,Huong Lan,Leon,22,2
2832,Sunny,Péter,21,3
2833,Nhu,Jack,24,3
2834,Nga,Enrique,20,4
2835,Anh,Ali̇m,22,4
2836,An,Matthias,23,1
2837,Da Hyun,Nolan,20,1
2838,Merry,Callum,24,3
2839,Phuong,Henry Gabriel,24,3
2840,Trinh,Michael,23,2
2841,Hoang,Dante,21,3
2842,Tien,Emre,22,1
2843,Van,Declan,22,2
2844,Tg,Mop,21,2
2845,Sara,Nhân,24,4
2846,Binh,Sebastien,22,2
2847,Tracy,Liam,20,1
2848,Tien,Estêvão,21,4
2849,Nguyen,Julian,20,3
2850,Tio,Karim,19,3
2851,Nguyet Quyen,Aurélien,20,4
2852,Charollte,Kwonmin,23,2
2853,Tracy,Thai Duong,22,3
2854,Uyên,Pedro,24,1
2855,Tra,Théo,25,4
2856,Alissa,Cemaletti̇n,20,2
2857,Cara,Callum,23,1
2858,Trang,Garrett,19,3
2859,Nguyen Quynh Ngan,Bennett,19,2
2860,Marielle,James,22,1
2861,Ngan,Alphan,23,3
2862,Tr.li,Jérémy,24,1
2863,Minh,Nuri̇,24,4
2864,Sal,Thomas,22,2
2865,Sara,Eren,24,1
2866,Thu,Jerome,21,3
2867,Lan,Avery,20,1
2868,Annie,Henry Gabriel,22,1
2869,Trang,Williams,21,2
2870,Trang,Ali̇,20,3
2871,Huong Lan,Gilles,23,1
2872,Min,Murat,20,3
2873,Sal,Berkay,24,2
2874,Tg,Darcy,21,2
2875,Linh,Joshua,20,3
2876,Tra,Alpay,20,2
2877,My,Thomas,25,3
2878,Alex,Riley,25,3
2879,Jane,Adrien,23,2
2880,Tina,Luis,22,1
2881,Tien,Tomás,20,2
2882,Nguyen Thi,Hami̇t,21,3
2883,Marielle,David,20,1
2884,Hoang,Jérémy,20,2
2885,Marielle,Otto,20,3
2886,Tien,Samuel,20,2
2887,Nguyen,Callum,23,2
2888,Charollte,Asher,23,3
2889,Bao Tran,Chien,24,2
2890,Nga,Lachlan,24,2
2891,Sal,Nurullah,21,1
2892,Alissa,Luka,24,2
2893,Chu,Kylian,24,4
2894,Tien,İsmai̇L,25,2
2895,Fio,Bodhi,21,3
2896,Mo,Dong,21,3
2897,Nhung,Augusto,23,1
2898,Chloe,Nathan,23,4
2899,Sam,Marcos,21,2
2900,Ngọc,Harrison,21,3
2901,Ngoc,Davi Henrique,22,1
2902,Thuan,Axel,21,3
2903,Mo,Francisco,24,3
2904,Huong Lan,Oscar,23,2
2905,Ngọc,Aurélien,21,2
2906,Nguyen Thi,Isaac,20,2
2907,Ngan,Hudson,25,2
2908,Liliane,Tam,20,4
2909,Sue,Hali̇l,20,3
2910,Nhung,Ashton,24,4
2911,Nguyen,Martin,19,2
2912,Nguyen Phuong Tra,Joshua,20,3
2913,Oanh,Atacan,19,3
2914,Fio,Spencer,24,2
2915,Thủy,Cemaletti̇n,22,4
2916,Phung,Mehmet,25,2
2917,Khanh,Leonardo,24,4
2918,Charollte,Austin,24,2
2919,Xuan Thuong,Dennis,19,3
2920,Nguyen Phuong Tra,Jayden,21,4
2921,Trinh,Alex,22,3
2922,Nabi,Thuan,24,2
2923,Minh,Brody,23,2
2924,Khaingan,Viet Phung,19,3
2925,Tr.li,João Emanuel,24,1
2926,Liliane,Oliver,20,3
2927,Nhân,Jonas,23,1
2928,Minh,India,23,1
2929,Tien,Joontae,20,1
2930,Binh,Sidney,20,4
2931,Bao Tran,Clinton,22,2
2932,Bao Tran,Paulo Henrique,19,2
2933,Vy,Raul,22,3
2934,Nga,Menderes,22,1
2935,Phung,Leonardo,24,2
2936,Sunny,Fletcher,24,2
2937,Ngọc,Elijas,23,2
2938,Maki,Max,20,1
2939,Thuy,André,19,3
2940,Merry,Berkcan,23,3
2941,Xuan Thuong,Levi,23,2
2942,Tio,Thien,22,4
2943,Nhân,Dimitri,21,3
2944,Marielle,Brazil,22,1
2945,Lien,Hyun Sik,22,4
2946,Nhu,Vinzent,22,3
2947,Thuy,Bobby,23,4
2948,Trang,Jakob,24,2
2949,My,Marcelo,23,2
2950,Nguyet Quyen,Henry,24,2
2951,Trinh,Dao,21,3
2952,Chloe,Herman,20,1
2953,Bao Tran,Nghi,23,2
2954,Phuong,Germany,22,2
2955,Chloe,Hunter,21,2
2956,Hai Anh,Brett,22,4
2957,Trang,Berkcan,21,1
2958,Hoàng Anh,Jaime,21,2
2959,Chi,Cankat,25,2
2960,Bella,Grayson,24,2
2961,Cara,Nicholas,20,2
2962,Merry,Cédric,23,3
2963,Eunice,Elijah,20,3
2964,Alissa,Burak,21,2
2965,Tr.li,Nghi,20,4
2966,Hai Anh,Luiz Eduardo,24,1
2967,Khanh,Hugo,23,1
2968,Huyen,Hoang,19,1
2969,Huong,Hüseyi̇n,22,2
2970,Nguyet Quyen,Luis,22,3
2971,Hana,Williams,21,2
2972,Nhân,Jerome,20,1
2973,Charollte,James,22,3
2974,Tram,Vũ,20,2
2975,Chau Anh,Antoine,20,3
2976,Isabella,Miguel,21,2
2977,Nguyen,Santiago,19,2
2978,Sunny,Berkan,23,4
2979,Huong,Gaëtan,19,2
2980,Nguyen Phuong Tra,Anthony Miguel,20,2
2981,Minh,Dong,21,3
2982,Tina,James,19,2
2983,Lala,Wyatt,23,3
2984,Trinh,Germany,25,2
2985,Mia,Alphan,25,3
2986,Hana,Eduardo,23,3
2987,Thu,Max,20,2
2988,Ha,Connor,24,1
2989,My,Hamish,20,1
2990,Thuy,Atay,25,2
2991,An,Hayden,20,3
2992,Huong,Ricardo,25,1
2993,Uyên,Jérémy,24,3
2994,Tg,Paul,22,2
2995,Mo,Konstantin,21,2
2996,Annie,Berkan,25,3
2997,Giang,Niklas,21,2
2998,Mia,Max,25,2
2999,Merry,Luca,20,2
3000,Lam,Jared,23,1
3001,Osa,Berk,21,3
3002,Tomi,Berkant,23,3
3003,Dola,Edward,22,2
3004,Uchenna,Benjamin,22,1
3005,Nene,Jimmie,25,2
3006,Fumi,Vitor Hugo,25,2
3007,Ifeoma,Austin,20,3
3008,Oluwadarasimi,Clyde,21,3
3009,Chika,Luis,19,2
3010,Tobi,Hiep,24,2
3011,Chidera,Jasper,25,2
3012,Chimamanda,Ercan,25,1
3013,Chinyere,Nam,23,1
3014,Adenike,Paul,20,3
3015,Tari,Valentin,21,3
3016,Nene,Tristan,21,3
3017,Tari,Matthias,20,3
3018,Ajah,Bryan Henrique,20,2
3019,Amara,Jace,19,3
3020,Adaeze,Williams,20,1
3021,Amma,Davi Miguel,23,1
3022,Oluwadarasimi,Berkehan,24,2
3023,Ima,Gavin,20,2
3024,Honour,Lester,21,3
3025,Chidera,Daniel,23,2
3026,Abiola,Hoang,21,4
3027,Chika,Thien,24,3
3028,Favour,Max,23,4
3029,Abiola,Augusto,21,4
3030,Oreoluwa,Declan,25,2
3031,Shade,Andrew,20,1
3032,Chiamaka,Davi Lucca,23,4
3033,Deola,Juan,24,2
3034,Dera,Hyun Sik,24,3
3035,Nneka,Earl,21,4
3036,Folasade,Wyatt,23,1
3037,Chioma,Alexandre,23,1
3038,Ngozi,Benjamin,23,3
3039,Chinenye,Yannick,19,1
3040,Nneka,Berk,20,3
3041,Olamide,Liam,24,1
3042,Shakara,Enzo Gabriel,23,4
3043,Ola,Phung Huu,19,1
3044,Tomi,Lam Anh,24,2
3045,Chika,Antônio,25,2
3046,Chinyere,Mathis,23,2
3047,Oni,Miguel,22,2
3048,Ogechi,Dominic,22,2
3049,Honour,Mahmut,24,2
3050,Chizaram,Huy,23,2
3051,Olamide,Ricky,22,1
3052,Olamide,Eli,20,3
3053,Ogechi,João Vitor,24,2
3054,Abeni,João Felipe,23,3
3055,Dera,Jason,22,1
3056,Nneka,Raymond,24,1
3057,Oreoluwa,Afonso,20,3
3058,Uchenna,Théo Henrique,22,2
3059,Chidera,Lucas,21,2
3060,Toba,Beau,22,4
3061,Oluwadamilola,Hali̇l,25,1
3062,Dera,Simon,24,3
3063,Oluwadamilola,Mehmet,20,2
3064,Adaeze,Mert,23,3
3065,Adeola,Florent,25,4
3066,Ogechi,Luke,23,1
3067,Chiamaka,Jack,20,1
3068,Chimamanda,Hiep,25,2
3069,Adama,Samuel,19,4
3070,Fumi,Hao,23,2
3071,Adaeze,Everett,19,3
3072,Osa,Jonas,24,4
3073,Chidinma,Konstantin,19,4
3074,Tobi,Manuel,24,1
3075,Timi,Hami̇t,21,3
3076,Chinyere,Kaique,24,2
3077,Oluwadamilola,Berkehan,20,4
3078,Chika,Christopher,24,1
3079,Sade,Bao,22,3
3080,Timi,Eli,19,2
3081,Ashani,Cemal,21,4
3082,Ifeoluwa,Jonathan,24,2
3083,Chinyere,Bernard,21,2
3084,Sola,Christopher,22,4
3085,Ashani,Can,21,3
3086,Chizaram,Maxime,23,3
3087,Abiola,Noah,22,1
3088,Chisom,Milo,24,4
3089,Chinyere,Lucas,20,1
3090,Adanna,Nicolàs,20,4
3091,Olamide,Antônio,22,2
3092,Ovie,Thomas,23,4
3093,Adanna,Arthur Gabriel,20,1
3094,Amma,Logan,23,2
3095,Ashani,Laurent,24,3
3096,Tomi,Spencer,24,3
3097,Kemi,Daniel,22,2
3098,Chimamanda,Tri,22,3
3099,Toba,Jonathan,22,1
3100,Chidinma,Oskar,24,3
3101,Toye,Emmett,24,3
3102,Tonna,Marco,19,3
3103,Ifeoluwa,Milo,21,2
3104,Amma,Jordan,23,4
3105,Chimamanda,Noah,20,3
3106,Uchenna,Arnaud,22,2
3107,Toba,Tien,23,4
3108,Oluwadamilola,François,25,2
3109,Timi,Tsundere,21,4
3110,Adenike,Andrew,22,2
3111,Tonna,Milo,21,3
3112,Ovie,İhsan,19,3
3113,Favour,James,24,2
3114,Osa,Max,20,3
3115,Ngozi,Hasan,21,2
3116,Tonna,Noah,23,2
3117,Toba,Christian,21,4
3118,Yetunde,Liam,21,1
3119,Deola,Kylian,23,1
3120,Adanna,Abdullah,19,4
3121,Adenike,Archie,24,2
3122,Toba,Luca,24,1
3123,Ola,India,22,3
3124,Tonna,Blake,25,2
3125,Uchenna,Alexis,25,4
3126,Adaora,João Felipe,20,3
3127,Ovie,Warren,23,1
3128,Amma,Wesley,23,1
3129,Timi,Ergun,25,1
3130,Tobi,Alparslan,19,2
3131,Chiamaka,Bedirhan,20,4
3132,Ola,Antonio,24,1
3133,Oluwadamilola,Dan,21,3
3134,Chidera,Max,19,3
3135,Amma,Stéphane,19,3
3136,Oluwadamilola,Yan,20,4
3137,Shakara,Berkant,24,3
3138,Ifeoluwa,Harry,20,1
3139,Shade,Dário,24,2
3140,Nene,Kauê,23,2
3141,Ogechi,Cemal,23,2
3142,Sola,Heitor Henrique,22,3
3143,Ovie,Louis,23,1
3144,Tomi,Matthias,23,1
3145,Fumi,Terrence,22,3
3146,Shade,Luca,20,2
3147,Yetunde,Ali,21,2
3148,Chinenye,Carter,19,1
3149,Deola,Maximilian,21,2
3150,Oluwadamilola,Atacan,24,2
3151,Oreoluwa,Bodhi,25,2
3152,Adaora,Tien,20,2
3153,Ijeoma,Jonathan,22,2
3154,Yetunde,Kong,22,3
3155,Chika,Matheus Henrique,22,3
3156,Adaeze,Finney,20,4
3157,Abiola,Berki̇n,19,3
3158,Chinyere,Callum,21,2
3159,Deola,Robin,24,3
3160,Abeni,Volkan,23,3
3161,Oni,Duong,23,3
3162,Favour,Henry,21,1
3163,Tari,Kenneth,22,4
3164,Adeola,Zachary,19,4
3165,Tari,Yorik,21,2
3166,Uchenna,Nathan,24,2
3167,Ima,Gabriel,23,2
3168,Chioma,Hugo,24,2
3169,Adeola,Axel,23,2
3170,Dera,Felix,24,2
3171,Chioma,Aiden,21,3
3172,Oreoluwa,Claude,21,1
3173,Tobi,Stephen,21,4
3174,Shakara,Ben,23,3
3175,Tomi,Milton,25,3
3176,Dola,Bradley,24,1
3177,Ola,Michael,22,4
3178,Amma,François,19,4
3179,Chidera,Gabriel,20,3
3180,Ogechi,Gaëtan,22,1
3181,Osa,Finney,21,3
3182,Adanna,Renaud,24,2
3183,Tomi,Dário,21,2
3184,Chimamanda,Tracy,20,3
3185,Chika,Arlo,22,2
3186,Folasade,Archie,21,1
3187,Amma,Glenn,23,1
3188,Osa,Hai,24,3
3189,Favour,Oscar,22,2
3190,Nneka,Arlo,19,2
3191,Timi,Daniel,22,2
3192,Fumi,Emile,22,4
3193,Ima,Ngoc,25,4
3194,Deola,Renaud,21,1
3195,Oluwadarasimi,Spencer,20,3
3196,Adanna,Francis,21,2
3197,Adaeze,Terry,20,3
3198,Abiola,Wayne,24,3
3199,Adanna,Nureddi̇n,21,1
3200,Yetunde,Casey,25,4
3201,Chiamaka,Pedro Lucas,24,3
3202,Chidinma,Hugo,22,2
3203,Amma,Süleyman,21,3
3204,Nneoma,Berkant,22,2
3205,Oni,Raphael,20,2
3206,Tomi,Romain,24,4
3207,Kemi,Ralph,25,3
3208,Toye,Grayson,21,4
3209,Kemi,Kemal,22,1
3210,Olamide,Moritz,20,3
3211,Ima,Raphael,23,3
3212,Ijeoma,Aymeric,23,3
3213,Adenike,Linh,22,3
3214,Zelie,Jordan,24,3
3215,Chiamaka,Levi,23,3
3216,Tobi,Alfredo,22,1
3217,Favour,James,23,4
3218,Amara,Lee Viert,21,3
3219,Oreoluwa,Sam,24,2
3220,Chinyere,Neil,20,4
3221,Olamide,Troy,24,2
3222,Ifeoma,Bui,21,2
3223,Amma,Milàn,20,4
3224,Ashani,Hiep,21,4
3225,Chinyere,Oscar,20,3
3226,Chimamanda,Dang,23,1
3227,Chimamanda,Khanh,23,4
3228,Honour,Heitor Henrique,20,4
3229,Adeola,Daniel,20,3
3230,Shade,Charles,23,4
3231,Toye,John,22,3
3232,Yetunde,Tuan,22,3
3233,Toba,Canberk,24,3
3234,Oluwadamilola,Jack,20,2
3235,Oluwadamilola,Pedro Henrique,22,3
3236,Chinyere,Benjamin,21,2
3237,Tari,Grayson,20,3
3238,Honour,Marcus,19,2
3239,Ola,Luis,20,1
3240,Timi,Milo,19,3
3241,Ajah,Caner,24,3
3242,Tobi,Neil,20,3
3243,Olamide,Joshua,21,4
3244,Amma,Karim,21,3
3245,Amma,Atacan,23,3
3246,Dola,Alex,20,3
3247,Fumi,Daniel,23,2
3248,Tomi,Jackson,20,3
3249,Ijeoma,João Lucas,19,4
3250,Uchenna,Jayden,22,3
3251,Olamide,Nicolàs,23,3
3252,Timi,Wyatt,19,4
3253,Abeni,Miguel,23,4
3254,Oreoluwa,Lonnie,19,1
3255,Adenike,Quyen,20,2
3256,Chimamanda,Thomas,21,2
3257,Adaeze,Dylan,25,2
3258,Shakara,Maxime,22,1
3259,Shakara,Berker,20,3
3260,Kemi,Julien,24,2
3261,Oreoluwa,Florent,23,1
3262,Uchenna,Loic,23,2
3263,Oreoluwa,Santiago,22,3
3264,Timi,Matteo,23,2
3265,Adeola,Keri̇m,22,1
3266,Chika,Henry,21,2
3267,Uchenna,Temel,24,2
3268,Chika,Louis,24,1
3269,Chioma,Tran,23,2
3270,Folasade,Huynh Chi Hai,24,3
3271,Chinenye,Adem,22,2
3272,Ola,Mert,21,2
3273,Chioma,Leo,21,2
3274,Adeola,Luiz Felipe,25,4
3275,Kemi,Christopher,19,1
3276,Tomi,Diego,25,2
3277,Oluwadamilola,Ítalo,22,3
3278,Oluwadarasimi,Vũ,25,1
3279,Oluwadamilola,Zachary,24,3
3280,Chiamaka,Marcus,21,3
3281,Favour,Liam,19,3
3282,Deola,Theo,20,3
3283,Amma,Craig,22,3
3284,Tari,Hunter,23,2
3285,Chinyere,Alexander,24,3
3286,Chidera,Dominic,21,1
3287,Tari,Lawrence,23,2
3288,Adenike,Kai,25,3
3289,Oluwadarasimi,Geoffrey,20,3
3290,Adama,Travis,20,1
3291,Chidera,Gabriel,19,3
3292,Abeni,Gürsel,23,3
3293,Honour,Lincoln,21,1
3294,Oni,Pedro Arthur,20,4
3295,Ngozi,Hakan,24,2
3296,Chioma,Donald,23,2
3297,Favour,Keri̇m,20,2
3298,Uchenna,Lewin,20,1
3299,Ngozi,Brody,24,3
3300,Ima,Léon,20,2
3301,Nneka,Ron,22,4
3302,Adaora,Linh,21,1
3303,Deola,Edward,25,1
3304,Fumi,Paul,23,2
3305,Fumi,Jean,24,1
3306,Olamide,Samuel,23,3
3307,Ima,Liam,22,1
3308,Tari,Yannick,25,2
3309,Abiola,Moritz,24,4
3310,Toye,Liam,25,3
3311,Fumi,Landon,23,2
3312,Honour,Stéphane,21,1
3313,Toye,Philip,23,3
3314,Oluwadamilola,Efe,23,3
3315,Sola,Léo,22,3
3316,Dola,Moritz,21,3
3317,Oreoluwa,Gabriel,21,1
3318,Favour,Matthew,20,2
3319,Sola,Xavier,20,4
3320,Chioma,Nathan,25,3
3321,Tonna,Lorenzo Gabriel,24,4
3322,Shade,Cemi̇l,24,4
3323,Tonna,Fati̇h,20,2
3324,Amara,Noah,23,2
3325,Nene,Murilo,20,3
3326,Yetunde,Léo,24,4
3327,Yetunde,Noah,22,3
3328,Deola,Theodore,20,2
